section,design,arm,batch,status,score,baseline_score,rounds,rounds_with_new_sequences,new_sequences,requests,tokens,unknown_requests,accounting_complete,seconds,percent,modules,bins,usage,error,stop_reason,framework_fingerprint,source,source_sha256
"historical_paired","ue_spi","rvprobe","","failed","85.79707927303372","46.04098353646065","1","1","16","19","776752","0","true","732.3995415531099","{""line"":96.41255605381166,""cond"":92.40506329113924,""toggle"":60.75367647058823,""branch"":93.61702127659575}","[""spi_lite""]","{""line"":[223,215],""cond"":[237,219],""toggle"":[1088,661],""branch"":[141,132]}","{""prompt_tokens"":677517,""completion_tokens"":99235,""total_tokens"":776752}","Command '['/tmp/claude-0/-root-yjh-workspace/491fc915-de96-4db8-85de-375362ef0be6/scratchpad/haven/.venv/bin/python', '/root/yjh-workspace/rvprobe-workspace/zaozi/experiments/sequence_experiment.py', '--skill-snapshot', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_spi/flow/paired/rvprobe/frozen-skill.json', '--history-file', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_spi/flow/paired/rvprobe/round-2/accepted-history.json', '--design', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_spi/flow/manifest/design.json', '--replay-config', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_spi/flow/manifest/replay.json', '--modinfo', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_spi/flow/paired/rvprobe/round-1/simulation/spi_lite_urgReport/modinfo.txt', '--feedback-file', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_spi/flow/paired/rvprobe/round-2/feedback.json', '--out', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_spi/flow/paired/rvprobe/round-2/generation', '--model', 'deepseek-v4-flash-vision-exp', '--temperature', '0.3', '--attempts', '3', '--timeout', '600', '--request-retries', '3', '--jg-time-limit', '120s', '--eda-shell', '/root/yjh-workspace/rvprobe-workspace/zaozi/experiments/eda-shell', '--sequences-per-intent', '4', '--env-file', '/tmp/claude-0/-root-yjh-workspace/491fc915-de96-4db8-85de-375362ef0be6/scratchpad/haven/.env']' returned non-zero exit status 1.","","1af1f68c0d5c991d3a25794743e9f593d898b8ec7d2ecde3bc9cd3e4a8e09f31","/var/storage/workspaces/clo91eaf/rvprobe-paired16-parallel-20260912-v1/ue_spi/flow/paired/summary.json","21a012b085e490e5cae4eedb3ae9984f790462d145e5081f2a8111eff121e9b9"
"historical_paired","ue_uart","haven","","failed","34.862028185901906","34.862028185901906","0","0","0","3","139003","0","true","104.57700907159597","{""line"":61.29032258064516,""cond"":23.391812865497077,""toggle"":3.389830508474576,""branch"":51.37614678899082}","[""uart_lite""]","{""line"":[186,114],""cond"":[171,40],""toggle"":[826,28],""branch"":[109,56]}","{""prompt_tokens"":111657,""completion_tokens"":27346,""total_tokens"":139003}","HAVEN DSL generation exhausted schema repair budget","","1af1f68c0d5c991d3a25794743e9f593d898b8ec7d2ecde3bc9cd3e4a8e09f31","/var/storage/workspaces/clo91eaf/rvprobe-paired16-parallel-20260912-v1/ue_uart/flow/paired/summary.json","39a05603816fd5cfa0a70124bcb8da8121be5cdccca9d98dbdf945ba14853742"
"historical_paired","ue_uart","rvprobe","","failed","85.13759403021979","34.862028185901906","1","1","12","16","529530","0","true","515.7064774865285","{""line"":93.01075268817205,""cond"":92.98245614035088,""toggle"":64.64891041162228,""branch"":89.90825688073394}","[""uart_lite""]","{""line"":[186,173],""cond"":[171,159],""toggle"":[826,534],""branch"":[109,98]}","{""prompt_tokens"":458402,""completion_tokens"":71128,""total_tokens"":529530}","Command '['/tmp/claude-0/-root-yjh-workspace/491fc915-de96-4db8-85de-375362ef0be6/scratchpad/haven/.venv/bin/python', '/root/yjh-workspace/rvprobe-workspace/zaozi/experiments/sequence_experiment.py', '--skill-snapshot', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_uart/flow/paired/rvprobe/frozen-skill.json', '--history-file', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_uart/flow/paired/rvprobe/round-2/accepted-history.json', '--design', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_uart/flow/manifest/design.json', '--replay-config', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_uart/flow/manifest/replay.json', '--modinfo', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_uart/flow/paired/rvprobe/round-1/simulation/uart_lite_urgReport/modinfo.txt', '--feedback-file', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_uart/flow/paired/rvprobe/round-2/feedback.json', '--out', '/dev/shm/rvprobe-paired16-parallel-20260912-v1/ue_uart/flow/paired/rvprobe/round-2/generation', '--model', 'deepseek-v4-flash-vision-exp', '--temperature', '0.3', '--attempts', '3', '--timeout', '600', '--request-retries', '3', '--jg-time-limit', '120s', '--eda-shell', '/root/yjh-workspace/rvprobe-workspace/zaozi/experiments/eda-shell', '--sequences-per-intent', '4', '--env-file', '/tmp/claude-0/-root-yjh-workspace/491fc915-de96-4db8-85de-375362ef0be6/scratchpad/haven/.env']' returned non-zero exit status 1.","","1af1f68c0d5c991d3a25794743e9f593d898b8ec7d2ecde3bc9cd3e4a8e09f31","/var/storage/workspaces/clo91eaf/rvprobe-paired16-parallel-20260912-v1/ue_uart/flow/paired/summary.json","39a05603816fd5cfa0a70124bcb8da8121be5cdccca9d98dbdf945ba14853742"
"historical_paired","sdram","haven","","failed","72.27011494252874","72.27011494252874","0","0","0","2","198150","0","true","218.30912795476615","{""cond"":100,""toggle"":16.810344827586206,""branch"":100}","[""sdrc_top""]","{""cond"":[4,4],""toggle"":[696,117],""branch"":[2,2]}","{""prompt_tokens"":160062,""completion_tokens"":38088,""total_tokens"":198150}","1 candidate sequences failed: sdrc_resolved_gap_cti_burst_toggle_seq: shared simulation failed or timed out: UVM_ERROR sequence_1.sv(73) @ 244685000: uvm_test_top.m_env.m_agent.m_sequencer@@seq_1 [rd_seed_600] Poll timeout; UVM_ERROR :    1","","1af1f68c0d5c991d3a25794743e9f593d898b8ec7d2ecde3bc9cd3e4a8e09f31","/var/storage/workspaces/clo91eaf/rvprobe-paired16-parallel-20260912-v1/sdram/flow/paired/summary.json","b4b7ae95b46438fa89e90297926ae673c0c1e928cd1dacd2b6a42956df3e941a"
"historical_paired","sdram","rvprobe","","completed","85.82375478927203","72.27011494252874","3","3","36","61","3474945","0","true","4871.149412995204","{""cond"":100,""toggle"":57.47126436781609,""branch"":100}","[""sdrc_top""]","{""cond"":[4,4],""toggle"":[696,400],""branch"":[2,2]}","{""prompt_tokens"":3314834,""completion_tokens"":160111,""total_tokens"":3474945}","","round_budget","1af1f68c0d5c991d3a25794743e9f593d898b8ec7d2ecde3bc9cd3e4a8e09f31","/var/storage/workspaces/clo91eaf/rvprobe-paired16-parallel-20260912-v1/sdram/flow/paired/summary.json","b4b7ae95b46438fa89e90297926ae673c0c1e928cd1dacd2b6a42956df3e941a"
"recent_rvprobe","aes","rvprobe","rvprobe-full16-stable-20260914-v1","completed","95.83330431502279","95.06547981776501","2","2","32","8","201294","0","true","575.4947310741991","{""line"":98.80952380952381,""cond"":100,""toggle"":99.24588665447898,""branch"":97.77777777777777,""fsm"":83.33333333333333}","[""aes_core""]","{""line"":[84,83],""cond"":[55,55],""toggle"":[4376,4343],""branch"":[45,44],""fsm"":[6,5]}","{""prompt_tokens"":157926,""completion_tokens"":43368,""total_tokens"":201294}","","coverage_stalled","e933be539da31ca4ea070e8a8599f1e611838c788ff61e138cd9c5600de9614f","/var/storage/workspaces/clo91eaf/rvprobe-full16-stable-20260914-v1/aes/flow/paired/summary.json","7f222ad9e5ce49a77df1be5a40941ae333b76129a6f23a932696d744fe7af94f"
"recent_rvprobe","sha3","rvprobe","rvprobe-full16-stable-20260914-v1","completed","99.99349466562582","72.34922409102737","2","1","12","7","128181","0","true","320.9576054662466","{""line"":100,""cond"":100,""toggle"":99.97397866250326,""branch"":100}","[""keccak""]","{""line"":[11,11],""cond"":[3,3],""toggle"":[7686,7684],""branch"":[8,8]}","{""prompt_tokens"":94318,""completion_tokens"":33863,""total_tokens"":128181}","","no_generated_sequences","e933be539da31ca4ea070e8a8599f1e611838c788ff61e138cd9c5600de9614f","/var/storage/workspaces/clo91eaf/rvprobe-full16-stable-20260914-v1/sha3/flow/paired/summary.json","88c9f9ee85439722f2911bd5a08e99a72fcd88b4db529fe8d4d3c5a949f1bbb2"
"recent_rvprobe","axil_ram","rvprobe","rvprobe-full16-stable-20260914-v1","completed","92.94440631434455","85.80130404941661","2","2","32","4","75219","0","true","500.1428438797593","{""line"":100,""cond"":87.09677419354838,""toggle"":84.68085106382979,""branch"":100}","[""axil_ram""]","{""line"":[40,40],""cond"":[31,27],""toggle"":[470,398],""branch"":[12,12]}","{""prompt_tokens"":40290,""completion_tokens"":34929,""total_tokens"":75219}","","coverage_stalled","e933be539da31ca4ea070e8a8599f1e611838c788ff61e138cd9c5600de9614f","/var/storage/workspaces/clo91eaf/rvprobe-full16-stable-20260914-v1/axil_ram/flow/paired/summary.json","c914cf900164fac6d786abe795b23d05b2d466d8481745564a37ba24ce20ecb4"
"recent_rvprobe","ue_timer","rvprobe","rvprobe-full16-stable-20260914-v1","completed","99.83552631578948","82.12518911548331","3","3","48","6","155719","0","true","752.36630026903","{""line"":100,""cond"":100,""toggle"":99.34210526315789,""branch"":100}","[""timer""]","{""line"":[118,118],""cond"":[120,120],""toggle"":[1216,1208],""branch"":[81,81]}","{""prompt_tokens"":108192,""completion_tokens"":47527,""total_tokens"":155719}","","round_budget","e933be539da31ca4ea070e8a8599f1e611838c788ff61e138cd9c5600de9614f","/var/storage/workspaces/clo91eaf/rvprobe-full16-stable-20260914-v1/ue_timer/flow/paired/summary.json","0ec73af10b35b91b82cb9eff16a52e042c0fdda63843877998b0bcde8e055e8b"
"recent_rvprobe","alu","rvprobe","rvprobe-retry4-20260915-v1","completed","97.06907857089911","91.91088983785829","3","3","48","6","175194","0","true","881.8077624300495","{""line"":98.88268156424581,""cond"":96.69811320754717,""toggle"":95.77244258872652,""branch"":96.92307692307692}","[""alu_top""]","{""line"":[179,177],""cond"":[212,205],""toggle"":[1916,1835],""branch"":[65,63]}","{""prompt_tokens"":94115,""completion_tokens"":81079,""total_tokens"":175194}","","round_budget","de6954b6e36cbba76e4eee5bc4b77f6aeaa7352fa74963252e08070965aea602","/var/storage/workspaces/clo91eaf/rvprobe-retry4-20260915-v1/alu/flow/paired/summary.json","81422c03819fdefbd6f7c60ee1fcab4cbcc1b4e1bb2cc72cfb30ad1b3964527e"
"recent_rvprobe","uart","rvprobe","rvprobe-retry4-20260915-v1","completed","97.30473286875726","90.93389841865451","3","3","25","7","251341","0","true","2366.5921935141087","{""line"":98.80952380952381,""cond"":100,""toggle"":92.1951219512195,""branch"":98.21428571428571}","[""uart_top""]","{""line"":[84,83],""cond"":[78,78],""toggle"":[410,378],""branch"":[56,55]}","{""prompt_tokens"":149836,""completion_tokens"":101505,""total_tokens"":251341}","","round_budget","de6954b6e36cbba76e4eee5bc4b77f6aeaa7352fa74963252e08070965aea602","/var/storage/workspaces/clo91eaf/rvprobe-retry4-20260915-v1/uart/flow/paired/summary.json","64f801aef09dc52403c40a1548bc3202034089b592323b89461214f3067a9499"
"recent_rvprobe","can","rvprobe","rvprobe-retry2-20260915-v2","completed","97.64115338164251","95.33514492753623","3","3","48","20","1324149","0","true","2333.8879954740405","{""line"":100,""cond"":97.22222222222223,""toggle"":93.34239130434783,""branch"":100}","[""can_top""]","{""line"":[27,27],""cond"":[36,35],""toggle"":[736,687],""branch"":[9,9]}","{""prompt_tokens"":1191368,""completion_tokens"":132781,""total_tokens"":1324149}","","round_budget","3948409708c892430bb8e56afe71f56c71acc96a5517453ccfd8470555fe845f","/var/storage/workspaces/clo91eaf/rvprobe-retry2-20260915-v2/can/flow/paired/summary.json","8ab978258a3e8b643234e0d20991c248720384ac7c04f5b079f898327ef33fab"
"recent_rvprobe","ethmac","rvprobe","rvprobe-retry2-20260915-v2","failed","94.64776771271434","84.17785506308638","2","2","31","34","3114764","0","true","2067.2270625019446","{""line"":100,""cond"":93.18181818181819,""toggle"":85.40925266903915,""branch"":100}","[""ethmac""]","{""line"":[65,65],""cond"":[132,123],""toggle"":[1686,1440],""branch"":[39,39]}","{""prompt_tokens"":2849177,""completion_tokens"":265587,""total_tokens"":3114764}","encoded goal rail reintroduces an unencoded X/Z value","","3948409708c892430bb8e56afe71f56c71acc96a5517453ccfd8470555fe845f","/var/storage/workspaces/clo91eaf/rvprobe-retry2-20260915-v2/ethmac/flow/paired/summary.json","ad918e93748f0c3661196e780c2fe6cddd83a1fda083758fca8b3484c3e06479"
